id,UserID,TestID,trueAzimuth,trueElevation,guessedAzimuth,guessedElevation,isBypassed,guessedIsBypassed,library,guessType,sample,view,createdAt,updatedAt,duration,versionSha,os
8202,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,90,0,90,0,false,false,mach1,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8203,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,270,0,255,0,false,false,mach1,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8204,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,180,0,195,0,false,false,mach1,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8205,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,135,0,165,0,false,false,mach1,,/sample-environmental.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8206,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,315,0,345,0,false,false,mach1,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8207,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,90,0,75,0,false,false,mach1,,/sample-environmental.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8208,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,45,0,15,0,false,false,mach1,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8209,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,315,0,315,0,false,false,mach1,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8210,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,135,0,180,0,false,false,mach1,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8211,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,90,0,90,0,false,false,mach1,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8212,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,45,0,60,0,false,false,mach1,,/sample-environmental.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8213,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,225,0,210,0,false,false,mach1,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8364,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,270,-45,0,-45,false,false,mach1,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8361,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,90,45,0,45,false,false,mach1,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8275,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,315,0,345,0,false,false,resonance,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8274,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,45,0,90,0,false,false,resonance,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8128,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,270,45,0,0,false,false,web-api,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8131,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,270,45,0,0,false,false,web-api,,/sample-environmental.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8190,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,90,-45,0,0,false,false,js-ambisonics,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8259,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,90,-45,0,0,false,false,web-api,,/sample-environmental.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8289,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,270,-45,0,0,false,false,resonance,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8326,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,270,45,0,0,false,false,js-ambisonics,,/sample-pinknoise.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8328,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,90,45,0,0,false,false,js-ambisonics,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8273,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,90,0,105,0,false,false,resonance,,/sample-environmental.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8196,user_U3NS8lpiCF4rXn3GgN9Ur,3muuuu46jR0dbI2vby_nF,90,45,0,0,false,false,js-ambisonics,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
8295,user_VPqvnDBZUaCLYSKuEWLxk,U5nJIrzQAtnDj8myH_4cX,270,45,0,0,false,false,resonance,,/sample-speech.mp3,outside,Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),Sat Apr 13 2024 12:20:28 GMT+0000 (Coordinated Universal Time),0,c7a4462f99ba76275ddaeffeab14ee739d6cae8b,undetermined
